date,code,short,full,toneQ,toneA,day5,day10,day20,day60,day120,day250,day364
2017/05/05,2112.0,三变科技,三变科技2016年度业绩网上说明会,0.7297297297297297,0.5968063872255489,-0.03471017007983351,-0.0583719969878788,-0.054853444994290214,-0.0700769363901495,-0.06355262509358578,-0.11038765949322926,-0.2128015680039569
2017/05/10,2621.0,三垒股份,三垒股份2016年度业绩说明会,0.5472091810119979,0.8308943089430895,0.0,0.0,0.0,0.0,0.0,-0.4098568655939618,-0.3939549168334678
2017/03/15,2780.0,三夫户外,三夫户外2016年度业绩说明会,0.68,0.7058125741399762,0.007641633728590363,-0.016598508539812415,-0.03538382909443292,-0.11568512276730775,-0.420299195745568,-0.561976350213327,-0.5978923969624365
2017/03/22,300066.0,三川智慧,三川智慧2016年度业绩说明会,0.6437246963562753,0.845,-0.006995581737849825,-0.0024519049415316803,-0.0028172960184291635,-0.06443329869714642,-0.12321112422543523,-0.2222216328219834,-0.4114343784498594
2017/04/05,300515.0,三德科技,三德科技2016年度业绩说明会,0.7173913043478259,0.7639405204460966,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017/04/26,2857.0,三晖电气,三晖电气2016年度业绩网上说明会,0.5663157894736842,0.7386759581881533,0.02351067218859526,-0.00201797615554564,0.008235559984736556,0.22205102776776064,0.1324342804688996,0.06315921052922688,0.01726338145831912
2017/05/05,2312.0,三泰控股,三泰控股2016年度业绩网上说明会,0.7372262773722628,0.7592200084781687,0.0,0.0,0.0,0.0,-0.2815478065241844,-0.3409376442491016,-0.4627306278851776
2017/03/23,2159.0,三特索道,三特索道2016年度业绩说明会,0.7425287356321839,0.8260869565217391,-0.0007432488231892741,-0.0015637007941252893,0.00464893689751814,-0.005959404536298649,-0.1326513067400272,-0.12059271215659187,-0.1548295454545454
2017/05/03,300408.0,三环集团,三环集团2016年度业绩网上说明会,0.6767676767676768,0.9393479909021988,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017/05/10,300056.0,三维丝,三维丝2016年度业绩网上说明会,0.26799511996746644,0.5760054533060669,-0.02814392589953697,-0.08262539424153023,-0.13812176322990055,-0.1882935191680293,-0.2631096200638506,-0.40096233199023,-0.4348976660422129
2017/03/08,2469.0,三维工程,三维工程2016年度业绩说明会,0.3457943925233645,0.7906523855890945,-0.027777777777777717,-0.03060972599358188,-0.03259278967673287,-0.042551062091502986,-0.10908469765852884,-0.12866014663583192,-0.2543834029129177
2017/04/14,2115.0,三维通信,三维通信2016年度业绩说明会,0.6747967479674797,0.7583333333333333,0.0,0.0,0.0,0.0,-0.10021967053875007,-0.1337380605944919,-0.16810288857640485
2017/05/05,300384.0,三联虹普,三联虹普2016年度业绩网上说明会,0.7647058823529411,0.8095238095238095,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017/03/27,300072.0,三聚环保,三聚环保2016年度业绩说明会,0.647887323943662,0.6836654636748783,-0.01616276242198265,0.015581037947748002,0.08030023638298578,-0.09176232028921284,-0.16649974808299364,-0.1929398560111004,-0.09384526397085753
2017/03/30,2050.0,三花智控,三花智控2016年度业绩说明会,0.9069767441860463,0.7837837837837838,0.0,0.0,0.0,0.22424610710216464,0.3875108394033993,0.5546357462532886,0.7633201170541007
2017/04/07,300298.0,三诺生物,三诺生物2016年度业绩说明会,0.5260115606936416,0.7179487179487181,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017/05/09,2110.0,三钢闽光,三钢闽光2016年度业绩说明会,0.6901408450704225,0.7297297297297297,-0.03105472448399925,-0.01977186311787071,-0.0004392466919233226,-0.011703393232019393,-0.009470680369900958,0.41567667291724936,0.7619295104439182
2017/05/08,300236.0,上海新阳,上海新阳2016年年度业绩说明会,0.6061776061776062,0.7935555865532152,0.027818197380809723,0.037007560684440936,0.043593624641241314,-0.1297978232164342,-0.15819871715583206,-0.13615292886736216,-0.17543551499068086
2017/04/17,2252.0,上海莱士,上海莱士2016年度业绩说明会,0.8076379066478077,0.8647007805724197,-0.0007429420505200876,-0.00180237489397784,0.0015848163140608502,-0.002309761304562666,-0.050367620772658606,-0.19488161287685624,-0.31390225696616986
2017/04/12,300226.0,上海钢联,上海钢联2016年度业绩说明会,0.6653061224489796,0.7547568710359408,-0.016482398426371885,-0.05548146172312631,-0.09096156710859543,-0.11307505323031107,-0.08265449931599991,-0.17324694164981558,-0.08078479097085492
2017/04/26,300522.0,世名科技,世名科技2016年度业绩说明会,0.5299334811529933,0.7698154180238871,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017/04/14,2796.0,世嘉科技,世嘉科技2016年年度业绩说明会,0.9101123595505618,0.9453458582408198,-0.05894241874278181,-0.11458912387790444,-0.17318811720934585,-0.2931487775640725,-0.3099243034671361,-0.4397045701882356,-0.4990144715647536
2017/05/09,2558.0,世纪游轮,世纪游轮2016年度业绩网上说明会,0.5114503816793893,0.7081596188207266,-0.08258473616667923,-0.13609506410572925,-0.1839935754729448,-0.32109727980129266,-0.34265471596909675,-0.3591988333678941,-0.5234314729300052
2017/04/20,300150.0,世纪瑞尔,世纪瑞尔2016年度业绩说明会,0.2565947242206235,0.8551532033426184,-0.07604871447902578,-0.12562541145490444,-0.13074618056343792,-0.1657575757575759,-0.2111750415547884,-0.2872487835445253,-0.3598285441502129
2017/03/17,300050.0,世纪鼎利,世纪鼎利2016年度业绩说明会,0.8775510204081632,0.8936170212765957,-0.009828107591914685,-0.02443808848840737,-0.039794116667221706,-0.08631666462643353,-0.1654827360982531,-0.2033515059981437,-0.4469277045805409
2017/03/30,2285.0,世联行,世联行2016年度业绩说明会,0.6396979503775619,0.7129071170084439,0.0006418485237483818,0.021462999716473016,0.02067658265797592,0.017986707679236377,0.05396902226524723,0.2513248798778681,0.2516901719815307
2017/05/10,2016.0,世荣兆业,世荣兆业2016年度业绩说明会,0.6738324684951816,0.9322033898305084,-0.08260977424956582,-0.09877285851780568,-0.09921696363087262,-0.08535685268283076,-0.10237281075054837,-0.06696991820142321,0.1008853335961814
2017/05/02,2748.0,世龙实业,世龙实业2016年度业绩网上说明会,0.6453900709219859,0.8364312267657993,0.007641196013288993,0.019317856119231768,-0.052468207302064925,-0.13539651837524191,-0.139523006486111,-0.1502039107338896,-0.21007593546932385
2017/04/28,2017.0,东信和平,东信和平2016年度业绩网上说明会,0.635036496350365,0.6111111111111112,-0.0010820661768893012,-0.0455549420209828,-0.10278375837705077,-0.1890350877192984,-0.21944627919553336,-0.2784270662015132,-0.32669602022650884
2017/05/09,300354.0,东华测试,东华测试2016年度业绩网上说明会,0.7199124726477024,0.7071667094785512,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017/04/13,2140.0,东华科技,东华科技2016年度业绩网上说明会,0.4798206278026906,0.6269113149847095,-0.06331251055208521,-0.07891954243968102,-0.08492945417859746,-0.08845392831864106,-0.09372508742027394,-0.1428593794104087,-0.2324959134640541
2017/05/09,2221.0,东华能源,东华能源2016年年度报告网上说明会,0.4425436965414652,0.7743716679360243,-0.04681125187889199,-0.04462091132539249,-0.07126272548669395,-0.13992161847261927,-0.14232913672603972,-0.131446707220312,-0.11153123775658977
2017/05/05,2065.0,东华软件,东华软件2016年度业绩网上说明会,0.552,0.7562683849278611,-0.041887976822790746,-0.05339797509122366,-0.05565712237307889,-0.027406359246197737,-0.22126411933124407,-0.3950022168591082,-0.4567291284937657
2017/04/05,300353.0,东土科技,东土科技2016年度业绩说明会,0.6936353829557712,0.8245614035087719,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017/04/28,300239.0,东宝生物,东宝生物2016年度业绩说明会,0.5127175368139223,0.8658146964856229,0.020934901061084144,-0.010384134915677702,-0.06900420395636145,-0.14895168235678452,-0.1900847584119949,-0.23860496750821145,-0.3355274786725476
2017/05/05,300171.0,东富龙,东富龙2016年度业绩说明会,0.6829109811565951,0.817279046673287,0.001473994525163348,-0.018664752333093858,-0.04422002996517035,-0.11882954088258807,-0.16614216084237135,-0.2780703609993555,-0.364337944390275
2017/04/28,2384.0,东山精密,东山精密2016年度业绩网上说明会,0.4739517153748411,0.7876106194690266,0.042830540037243736,0.0601760745727602,0.10376002873907313,0.1519118130063494,0.23131771038988602,0.39605541981887216,0.4278834296134396
2017/04/17,2819.0,东方中科,东方中科2016年度业绩说明会,0.5873015873015873,0.6986817325800376,-0.2072695635361788,-0.3031542418045485,-0.2938351029146585,-0.2485645119415569,-0.2646373212782365,-0.22650945477549145,-0.26030735265053123
2017/04/26,2310.0,东方园林,东方园林2016年度业绩说明会,0.5512300621789673,0.6825396825396826,0.02031515151515144,-0.012439274990772931,-0.03417811699502858,0.029111163158357007,0.122700427395312,0.2455797837744153,0.14193050678031727
2017/05/05,300166.0,东方国信,东方国信2016年度业绩网上说明会,0.5701259227095093,0.835768887928473,0.013426352507568913,1.8974251940180894e-05,0.0057605669450773314,-0.15091966429819748,-0.2337830613789192,-0.3272575323439661,-0.3309236759253473
2017/04/26,2755.0,东方新星,东方新星2016年度业绩说明会,0.6140350877192983,0.6892430278884463,-0.036539677905901784,-0.04204910959441434,-0.13036980878997506,-0.16028609544636108,-0.2464809404116925,-0.32196367191669684,-0.31531659961771585
2017/05/05,300118.0,东方日升,东方日升2016年度业绩网上说明会,0.4988713318284425,0.7386600083229297,-0.009830205540661252,-0.019526124874584886,-0.028420325737287762,-0.05974800162579594,-0.12214440996578675,-0.1700460622686388,-0.23522783730067
2017/03/15,2086.0,东方海洋,东方海洋2016年度业绩说明会,0.721030042918455,0.8115942028985508,-0.0061567605967323006,-0.01706886403766925,-0.012421638067185136,-0.0438461260087575,-0.0016832741525273699,0.09060405832889118,-0.029285864062308795
2017/04/14,300217.0,东方电热,东方电热2016年度业绩网上说明会,0.5112540192926045,0.7637795275590551,-0.02664456909739924,-0.06384904294311948,-0.09853223250771412,-0.12110827664399094,-0.12862754264633414,-0.1999182841349193,-0.3493162270948497
2017/05/12,2611.0,东方精工,东方精工2016年度业绩网上说明会,0.6897506925207756,0.7854889589905363,-0.028654601571268368,-0.06169580996370836,-0.12057096314699185,-0.17973086627418006,-0.16224822277659062,-0.1677762749807618,-0.17736703572205212
2017/04/26,300367.0,东方网力,东方网力2016年度网上业绩说明会,0.8371040723981901,0.8604448320976886,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017/04/28,2175.0,东方网络,东方网络2016年度业绩网上说明会,0.7168141592920354,0.8917293233082707,0.0,0.0,0.0,0.0,-0.3139109136802478,-0.4005426428575637,-0.5134834777882569
2017/03/17,300059.0,东方财富,东方财富2016年年度报告网上说明会,0.675,0.8165137614678899,-0.015260716971672044,-0.02471652187679323,-0.04835571584491994,-0.19352924820392609,-0.283872971503999,-0.3088360296461919,-0.3838048438461238
2017/04/10,300379.0,东方通,东方通2016年度业绩说明会,0.7288135593220338,0.8760631834750912,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017/05/12,2545.0,东方铁塔,东方铁塔2016年度业绩网上说明会,0.6715542521994134,0.8543363679923336,0.027100544025791047,0.028542822179489263,0.059815665172553614,0.0994990342499666,0.16429440240660936,0.10902503040254184,0.12316404061809134
2017/05/09,2167.0,东方锆业,东方锆业2016年度业绩网上说明会,0.4543404735062006,0.71900826446281,0.021653543307086503,-0.0005920663114269724,-0.020536692223438967,-0.09072083631205978,-0.07986250968591511,-0.08657367088865486,-0.07764747653144627
2017/05/04,2271.0,东方雨虹,东方雨虹2016年度业绩网上说明会,0.5331273601098524,0.8290271132376396,0.021917176144884174,0.039982444590739706,0.06679965091634464,0.19439306156638247,0.3542976160438773,0.494064328002285,0.6843400670233625
2017/03/16,2713.0,东易日盛,东易日盛2016年度报告说明会,0.6595744680851063,0.8258642765685019,-0.023353240039219226,0.0137080431389907,0.038209709283711764,0.028863146551724644,-0.1176995256529462,-0.16275218332302518,-0.17486849410773714
2017/03/02,2199.0,东晶电子,东晶电子2016年度业绩说明会,0.4346214928533616,0.7539863325740319,0.028762805358550195,0.046917799397212696,0.05148009846461935,0.0921303365903075,-0.02267232199583078,0.01171654909398522,-0.01842910461703177
2017/05/05,300486.0,东杰智能,东杰智能2016年度业绩说明会,0.40638481449525454,0.7492163009404389,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017/04/06,2672.0,东江环保,东江环保2016年度业绩说明会,0.6581196581196581,0.7404603738606519,0.029500548847420493,0.06469559688443803,0.0502665131550894,-0.005848170667596564,-0.041021940637945085,-0.11050899618122753,-0.1183448454223763
2017/04/28,2117.0,东港股份,东港股份2016年度业绩网上说明会,0.5163398692810458,0.7518248175182481,0.008646937035683894,-0.008166747927840183,-0.055730491507343737,-0.12909750502091671,-0.14617379337825992,-0.2167649969878493,-0.2881974141760789
2017/03/24,2675.0,东诚药业,东诚药业2016年度业绩说明会,0.4088669950738916,0.7851037851037851,0.0,0.0,0.0,0.0,-0.2107652022112306,-0.5072867506024582,-0.6151837093942688
2017/04/28,300183.0,东软载波,东软载波2016年度业绩网上说明会,0.5075757575757576,0.7788569293985805,0.020906785427104762,0.0012315270935962515,-0.00175171363290162,-0.08316655733210601,-0.0935890327985364,-0.1345493302629124,-0.16809451236104042
2017/03/30,2793.0,东音股份,东音股份2016年度业绩说明会（下午场）,0.413953488372093,0.8371501272264631,-0.08689912246641307,-0.10720048508531108,-0.15023778676362184,-0.13228831780106753,-0.42602982161077535,-0.5723706593348982,-0.6108511251070313
2017/03/30,2793.0,东音股份,东音股份2016年度业绩说明会（上午场）,0.6666666666666666,0.75,-0.08689912246641307,-0.10720048508531108,-0.15023778676362184,-0.13228831780106753,-0.42602982161077535,-0.5723706593348982,-0.6108511251070313
2017/04/19,300512.0,中亚股份,中亚股份2016年度业绩网上说明会,0.7303370786516854,0.89937106918239,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017/04/25,2579.0,中京电子,中京电子2016年度业绩说明会,0.4382716049382716,0.6562282533054976,0.03102402612549581,0.002765984819246267,-0.06273599077555209,-0.17831855555248668,-0.20513581045857374,-0.24123576509855746,-0.29041049985314843
2017/03/30,300018.0,中元股份,中元股份2016年度业绩说明会,0.6148148148148148,0.8591378263509412,-0.021129995406522453,-0.020510749974765104,-0.04616670724033258,-0.14274888652043413,-0.20282523418576254,-0.299973219323826,-0.4274985683828947
2017/04/24,300414.0,中光防雷,中光防雷2016年度业绩说明会,0.5578947368421052,0.8318949343339587,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017/05/05,2309.0,中利集团,中利集团2016年度业绩说明会,0.6590909090909091,0.8195819581958196,-0.011711887565879394,-0.018704469383736873,-0.036164556726711934,-0.08006036830870512,-0.05434876292510147,-0.05648721416301058,-0.1004142590438363
2017/05/05,2542.0,中化岩土,中化岩土2016年度业绩说明会,0.5686274509803921,0.8221024258760108,-0.06718391818021505,0.02220360284876415,0.06771659577729218,0.2464000876449724,0.2974118760350131,0.2066399644454247,0.14113491226306993
2017/05/02,2445.0,中南文化,中南文化2016年度业绩说明会,0.23919308357348704,0.873116574147502,0.007747456059204295,-0.01987164617644774,-0.0630833778814532,-0.17863732737378935,-0.15717098327130466,-0.18321760273078647,-0.22539405196057985
2017/05/10,601985.0,中国核电,中国核电2016年度业绩网上说明会,0.6781609195402298,0.6893203883495146,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017/04/21,2116.0,中国海诚,中国海诚2016年度业绩网上说明会,0.502145922746781,0.5575839968926005,-0.08161488086944392,-0.10836813842482113,-0.1277412082631849,-0.14694041041831107,-0.12102300381758647,-0.12450468506796288,-0.1803325355966631
2017/05/09,2779.0,中坚科技,中坚科技2016年度业绩说明会,0.6701030927835051,0.8210526315789474,0.02197301239970821,0.02685207384320305,-0.009328690170559907,-0.2290585989425609,-0.2775683170373513,-0.3414572730526993,-0.4672418288377685
2017/05/10,300270.0,中威电子,中威电子2016年度业绩网上说明会,0.6208530805687204,0.8209790209790211,-0.01971063115957219,-0.00952040937760335,-0.022738784618122624,-0.11277935465831772,-0.18663470451192968,-0.22484982422330899,-0.19774520554325384
2017/04/28,300560.0,中富通,中富通2016年年度业绩网上说明会,0.646112600536193,0.7506297229219143,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017/04/11,2051.0,中工国际,中工国际2016年度业绩说明会,0.5431983579025939,0.7046548956661316,-0.02623495226234949,-0.008274526082745287,-0.005314534947648857,-0.016455562129745506,-0.0435358343516138,-0.0712025246775888,-0.09843264631257127
2017/05/05,2364.0,中恒电气,中恒电气2016年度业绩网上说明会,0.5118110236220472,0.84375,-0.007144858503782644,-0.06213680807599994,-0.15830342747178475,-0.23689926243240206,-0.267727043242492,-0.3856542976989174,-0.4693246269090648
2017/05/11,2021.0,中捷资源,中捷资源2016年度业绩网上说明会,0.7117117117117117,0.6549865229110512,-0.06627255756067214,-0.09054325955734402,-0.12472527472527482,-0.17434274995100393,-0.2465056938608368,-0.31559268073449365,-0.3858477353049722
2017/04/17,300364.0,中文在线,中文在线2016年度业绩网上说明会,0.4814814814814815,0.9268849961919268,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017/03/29,300575.0,中旗股份,中旗股份2016年度业绩说明会,0.6921596921596922,0.8468550592525068,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017/03/23,2080.0,中材科技,中材科技2016年度业绩说明会,0.43699731903485256,0.7831913753052594,0.023547478884054302,0.027803088137513518,0.03918583388963804,-0.02014041189218641,0.02579682265928154,0.17772468132825556,0.1931290807303092
2017/04/24,300393.0,中来股份,中来股份2016年度业绩网上说明会,0.6083086053412463,0.8090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017/03/27,2145.0,中核钛白,中核钛白2016年业绩说明会,0.5492957746478874,0.7350230414746544,-0.014840445982314463,-0.017547707830664557,-0.04411650000780006,-0.07015055333970012,-0.05462942364215355,-0.03857775581389492,-0.2647018380603002
2017/03/31,2092.0,中泰化学,中泰化学2016年度业绩说明会,0.6388415672913118,0.7578125,0.0033649434077701328,0.006077348066298543,0.001980021888523488,-0.06784345082654337,-0.014046178067513676,0.22148896138416696,0.3395910944933412
2017/03/31,2659.0,中泰桥梁,中泰桥梁2016年度业绩说明会,0.6869565217391305,0.8754863813229572,0.0028929604628735693,-0.00718132854578103,-0.03268465157715958,-0.09701681943011213,-0.09217752151426988,-0.1687919178140353,-0.2122484427292612
2017/04/21,300435.0,中泰股份,中泰股份2016年度业绩网上说明会,0.6973684210526315,0.8088737201365188,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017/03/27,2401.0,中海科技,中海科技2016年度业绩说明会,0.7377049180327869,0.7846153846153846,-0.0038702491994988975,0.009678980480722459,0.025875003290310887,-0.12898894753234527,-0.16091467877616544,-0.1724818453002664,-0.2110793448287432
2017/04/14,300177.0,中海达,中海达2016年度业绩网上说明会,0.5819935691318329,0.8011049723756906,-0.03305046895935691,-0.060258534968511815,-0.08778170768564743,-0.1496704219616892,-0.15824618077801106,-0.19669497064854516,-0.22882216868883806
2017/05/10,300526.0,中潜股份,中潜股份2016年度业绩说明会,0.5854042151620007,0.8857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017/04/18,2129.0,中环股份,中环股份2016年度业绩网上说明会,0.17070895522388058,0.6713162566573675,0.0,0.0,0.0,0.0,0.0,0.0,0.21606123736945348
2017/04/25,300140.0,中环装备,中环装备2016年度业绩网上说明会,0.6299212598425197,0.7280226647779352,-0.022025667707249445,-0.03535971223021585,-0.11725403556284066,0.0826131887552608,0.08702221296621684,0.016999331402434044,-0.1575081674303673
2017/05/05,2298.0,中电鑫龙,中电鑫龙2016年度业绩说明会,0.3354632587859425,0.8791540785498491,-0.011939626041901354,-0.009049630076524654,-0.033024729457268406,-0.13054519042576174,-0.1692153340777062,-0.2556324277899244,-0.32875795938571645
2017/05/09,2738.0,中矿资源,中矿资源2016年度业绩说明会,0.5319148936170213,0.8644382544103992,-0.08402218269331381,-0.1076611697601142,-0.13519559650310553,-0.2378649858250948,-0.1903437548625253,-0.15733489560347866,-0.10768285776333528
2017/05/05,2306.0,中科云网,中科云网2016年度业绩网上说明会,0.32943975773307377,0.4689683518290177,-0.08191925102399056,-0.13250283125707804,-0.1950115802601103,-0.3141416356062269,-0.3839852461303082,-0.4212866432858559,-0.4321054279405465
2017/05/05,2290.0,中科新材,中科新材2016年度业绩网上说明会,0.6941176470588235,0.8507462686567164,-0.03411860276198227,-0.047761512982156286,-0.030280627175553805,-0.1612595947615212,-0.24805569948674905,-0.34088987765408035,-0.4110216889949747
2017/04/14,300035.0,中科电气,中科电气2016年度业绩说明会,0.6205962059620597,0.725,-0.028740317977986138,-0.06306820207494031,-0.07924545965175074,-0.1357401844772134,-0.29594921247775113,-0.3827424442817949,-0.427086702453694
2017/04/27,2657.0,中科金财,中科金财2016年度业绩网上说明会,0.4023732470334412,0.7919655667144907,0.01178402395440934,0.004307391091531899,-0.050845402548751036,-0.1687919220823543,-0.23245306568891666,-0.3597310682206473,-0.4429774849897116
2017/04/10,300062.0,中能电气,中能电气2016年度业绩网上说明会,0.6638655462184874,0.8023064250411862,-0.03329402159121825,-0.06787978247578591,-0.18912582112177875,-0.4536531258784293,-0.5648410278745648,-0.623635301034845,-0.6518344988931375
2017/04/17,2163.0,中航三鑫,中航三鑫2016年度业绩网上说明会,0.6946564885496184,0.7137096774193549,-0.07645767260307393,-0.12573866863133334,-0.1530870364662494,-0.2187345973213516,-0.19739858071613414,-0.121854121144437,-0.04906658872888037
2017/03/29,2179.0,中航光电,中航光电2016年度业绩说明会,0.6373559733171619,0.8517034068136272,-0.03058704325248567,-0.019119711990202667,-0.014310341273358862,-0.100577639712256,-0.13239588693815588,-0.12276326798469925,-0.0992864500955358
2017/03/24,300114.0,中航电测,中航电测2016年度业绩说明会,0.6139767054908486,0.8328173374613003,-0.012534705209864534,-0.041552675247791285,-0.046473713247828737,-0.09698986687860114,-0.2690942958812303,-0.4196867319703689,-0.5120433598917938
2017/05/05,2822.0,中装建设,中装建设2016年度业绩网上说明会,0.7941176470588235,0.8774219058916568,-0.025350649350649332,-0.018460782927682204,-0.020969254404341414,-0.2389576955654705,-0.3928545114536223,-0.5032109624928924,-0.5668099216190506
