,Question,Answer
11,你们在技术方面在国内能排几名？,您好！公司已发展成为全球换向器龙头企业，在技术上具备领先优势：1、公司具备世界级水平的完全自主知识产权系统；2、公司拥有一支由广东省领军人才专家、博士及多位硕士研究人员领衔的专业、长期服务于精密零组件行业具有丰富行业经验的研发团队，在长期的服务过程中积累了丰富的产品设计和制造经验；3、公司具备领先的技术研发创新能力，公司与知名院校、科研院所紧密合作，拥有国家和广东省两级微特电机换向器工程研究中心、深圳市企业技术中心等3个技术中心，同时是广东省院士专家企业工作站、博士后创新实践基地。公司与深圳云计算中心合作，采用国家超算中心平台的模拟仿真实验室，在精密高效模具和智能装备的设计、研发和制造方面具备突出优势。谢谢关注！
12,公司在换向器行业的市场占有率多大？,公司换向器主要应用领域为汽车，在汽车行业换向器占比大概在20%左右，在换向器行业占比大概在15%左右。
13,你们的主要客户有哪些？有没有大客户依赖症？,您好！公司拥有博世、戴姆勒、日本电装、采埃孚、马勒、比亚迪、德昌电机、法雷奥、万宝至、大陆、电产等全球知名客户，谢谢！
14,特别欣赏公司低调实力的精神，再一次强调希望公司不要拓展太多电动汽车的产业零件。只集中做1-2个系列零件。,您好！再次感谢您的中肯建议！
15,如何应对成本上升？,您好！公司将通过提升自动化水平和精益生产，实现减员增效，谢谢！
16,未来盈利增长点在哪里？,您好！公司在保持换向器稳定增长的同时，将快速拓展新能源汽车三电及汽车轻量化等新产品新业务，进一步扩大市场占有率。谢谢！
17,公司今年有何发展计划？,您好！2018年是公司布局关键年，公司将保持换向器业务稳定增长，同时加快提升非换向器产品新业务规模，积极拓展新能源三电、汽车轻量化、多层绝缘线及其他新产品业务，进一步实现产品均衡发展。公司将加快全球化布局，进一步提升全球配套服务能力，促进区域均衡发展。公司将继续推进先进制造转型升级，提高人均产值，推进绿色制造。进一步推进平台建设、储备专业人才，提升管理能力。谢谢！
18,请公司谈谈今年上半年预计的业绩?,答：您好！公司已在2018年度第一季度报告中披露2018年上半年业绩预计，请您查看。关于公司第二季度的相关财务数据，公司将严格遵守相关法律法规的要求按照相关格式指引及时披露。谢谢！
19,最近股价是怎么回事？你们有做市值管理吗？,您好！公司股价、市值受多种因素的影响，包括宏观经济形势、资本市场行情、行业发展趋势及公司经营业绩等。作为上市公司管理层，首要的任务是努力做好企业经营管理，提升公司业绩，实现公司战略目标，为全体股东提供丰厚的投资回报。谢谢！
20,请问公司的换向器有什么竞争优势？,您好！公司的核心竞争力主要有稳定的核心大客户优势；技术优势：公司具备世界级水平的完全自主知识产权系统、专业的团队、领先的技术研发创新能力；长期稳定的多品种定制化批量供货能力。详细内容请您查阅公司2017年年度报告，谢谢！
21,公司在新能源电池开发的合作上？和合作单位分别负责什么？,您好！公司在新能源汽车电池领域与核心客户合作开发动力电池pack零组件、动力电池结构件等核心零部件。谢谢！
22,张总，你好，注意到贵公司近期收购了SMK，请问公司有没有其他领域的收购计划？,您好！公司坚持内生与外延相结合的发展策略，重点关注新能源汽车三电（电机、电池、电控）及汽车轻量化、智能装备等战略新兴领域的高成长性优质标的。谢谢关注！
23,现在电动车还是处于行业需求前的爆发窗口。公司在配件上也是全力拓展。能否在电动汽车的配件上，不要做太多零件，只聚焦做1-2个？,您好！公司将依托在精密零组件领域的核心竞争优势，围绕核心客户需求进行产品横向拓展。谢谢关注！
