code,short,tfidf0,lsi0
300118,东方日升,0.15710950199705873,0.1666984784141443
002086,东方海洋,0.12649576861907003,0.16944349266795655
300217,东方电热,0.12975093653426806,0.1543242511802926
002611,东方精工,0.12900591661923777,0.1775129067378933
300367,东方网力,0.08516738894134124,0.14290549994058635
002175,东方网络,0.06298674076837113,0.08254276288862815
300059,东方财富,0.11838680116830963,0.16458822000088114
300379,东方通,0.10505756024452931,0.12851789224413146
002545,东方铁塔,0.13215704811579765,0.14454889541635482
002167,东方锆业,0.1892299224292261,0.2198516431506224
002271,东方雨虹,0.16471705932339323,0.18779051036650019
002713,东易日盛,0.10676079454601647,0.1358552080874018
002199,东晶电子,0.14636689482357576,0.15572574605177864
300486,东杰智能,0.12508989200235962,0.14736230225549232
002672,东江环保,0.12132327883882783,0.1553637266650358
002117,东港股份,0.14856133018731207,0.14137829770080926
002675,东诚药业,0.15907552869103259,0.18480076938376117
300183,东软载波,0.1259672618027804,0.13322044862776758
002793,东音股份,0.1323983639518602,0.17673325770324852
002793,东音股份,0.23450217995824008,0.2373703620855162
300512,中亚股份,0.2030898669808118,0.22705273902310544
002579,中京电子,0.12938902996336016,0.14866396792325468
300018,中元股份,0.0899758681386926,0.10376686832263671
300414,中光防雷,0.159455507338316,0.18022322046975175
002309,中利集团,0.16621890673419187,0.1768619905668326
002542,中化岩土,0.09370035747093639,0.09469033398090976
002445,中南文化,0.07723157419864252,0.09795763241097598
601985,中国核电,0.2064983118425172,0.24215521816838498
002116,中国海诚,0.17468270036936046,0.20503724735723652
002779,中坚科技,0.1769040962103705,0.16723491552505787
300270,中威电子,0.20464368378585077,0.20861527493182155
300560,中富通,0.15713435880267138,0.1907462269721407
002051,中工国际,,
002364,中恒电气,,
002021,中捷资源,0.16793759902506433,0.19070567537831615
300364,中文在线,0.12994230550649283,0.16751169055845652
300575,中旗股份,0.1503837713632356,0.1871173509013203
002080,中材科技,0.10659197653034903,0.13601799980320584
300393,中来股份,0.14345691468773789,0.16887890672554962
002145,中核钛白,0.2045692301421676,0.22095495351689293
002092,中泰化学,0.15145015868498427,0.16576026570471736
002659,中泰桥梁,0.17300315032559008,0.21703600289731487
300435,中泰股份,0.1561380537974615,0.17307324490048903
002401,中海科技,0.16954683868565673,0.19447590499070347
300177,中海达,0.15729655573088835,0.20981574142228315
300526,中潜股份,0.10495433327450955,0.12759211529971196
002129,中环股份,0.04058675233116766,0.07410156172066802
300140,中环装备,0.17169618237677253,0.19643477218920838
002298,中电鑫龙,0.15605399604540787,0.19317715450436318
002738,中矿资源,0.1324126883193549,0.15265930124769625
002306,中科云网,0.12509332066740028,0.15414531671184573
002290,中科新材,0.12269882727312294,0.1435838444369573
300035,中科电气,0.2211302869624523,0.23639194929735086
002657,中科金财,0.10742834155119745,0.1404996735830094
300062,中能电气,0.10382678641446606,0.1179704969094919
002163,中航三鑫,0.13853951690879407,0.16495224313704626
002179,中航光电,0.1442449353437737,0.1799986640102394
300114,中航电测,0.14438410314027697,0.16143895685973275
002822,中装建设,0.21104923198720088,0.23515080746380912
002471,中超控股,0.17207866442582306,0.18761352632905842
300145,中金环境,0.13083851432561316,0.14194945024230837
002057,中钢天源,0.20148496749835282,0.22143702128581189
300308,中际装备,0.10348531264314945,0.12215333300863895
002511,中顺洁柔,0.1645899428066634,0.17464535041740312
300327,中颖电子,0.07250218289127365,0.10021052037731285
300489,中飞股份,,
002530,丰东股份,0.15088173849224898,0.17378840786181765
002805,丰元股份,0.1237108977263596,0.15955200602406105
002618,丹邦科技,,
002374,丽鹏股份,0.13797577888670862,0.14807837700408485
300516,久之洋,0.13392890436179108,0.1430037703888325
002279,久其软件,0.13117326362935725,0.16008167763068645
300631,久吾高科,0.18950982562718585,0.20738061151343154
002037,久联发展,0.21077095527373607,0.2311040890164051
002777,久远银海,0.13047866328451302,0.1382959273376922
300446,乐凯新材,0.16858814625266674,0.1723797356145114
300562,乐心医疗,0.22600180213610363,0.2552328221547582
300003,乐普医疗,0.13044505473090579,0.16221666827552245
300104,乐视网,0.10917885769185923,0.1404380998793874
002319,乐通股份,,
300247,乐金健康,0.1802535775855788,0.19584121590699585
002687,乔治白,0.09962363106204834,0.12261381306383509
300040,九洲电气,0.2765321777411068,0.29319920404573635
002242,九阳股份,0.08801662692764214,0.13661759311481378
002201,九鼎新材,0.1759481069751516,0.2451053461922184
002195,二三四五,0.1491790443026814,0.20947325000385683
002467,二六三,0.15282201465787573,0.17377418400001743
002059,云南旅游,0.21106498866190462,0.23245651935276002
002053,云南能投,0.19561288481440534,0.23713339999066066
002428,云南锗业,0.11257117039832465,0.14376220140116885
002539,云图控股,0.13778989556421545,0.18664190238906747
002200,云投生态,0.2196972790041859,0.24062069797933278
002182,云海金属,0.18474830736720313,0.21261943924496585
300420,五洋科技,0.1408512987696191,0.14857613458108115
002375,亚厦股份,0.1548381937089023,0.17033226501548768
002607,亚夏汽车,0.2548206065890992,0.2733559094621094
002540,亚太科技,0.08998576961377559,0.12473205666447881
002284,亚太股份,0.1403393344868877,0.16419386792491866
002370,亚太药业,0.16280602199300695,0.16482163908007916
002559,亚威股份,0.1745131520995706,0.17708110222385096
002811,亚泰国际,0.07468814638308643,0.08614466483047138
002623,亚玛顿,0.12838822593796637,0.15672557315510846
300399,京天利,0.13681479476171646,0.13405743045718696
002662,京威股份,0.20914037083349357,0.25520924412071627
002020,京新药业,0.16810614688543551,0.19547628122884228
002686,亿利达,0.22008017843389274,0.20021269634502872
002019,亿帆医药,0.11518151959153519,0.13038498105819818
300014,亿纬锂能,0.13521199775351506,0.17664646782499463
300211,亿通科技,0.10528225283968333,0.11673109838759885
002629,仁智股份,0.1350760375004241,0.1476257912693009
300532,今天国际,0.17196999317604475,0.19018467064769803
002746,仙坛股份,0.10387008101540153,0.12050903357409448
002332,仙琚制药,0.18924035635985884,0.20945662030019935
300254,仟源医药,0.16439371361867544,0.21077305261055368
002603,以岭药业,0.10728206089004058,0.140620451780254
300311,任子行,0.09574495361336974,0.1134904535869773
300415,伊之密,0.2353585239776213,0.24879797208658536
002441,众业达,0.08269306022421823,0.10757709277592907
002707,众信旅游,0.09607972824053514,0.11397262755021542
,众和股份,,
002317,众生药业,0.14768138261098068,0.16246672314812505
300531,优博讯,0.1047984533008901,0.12076865877453989
300549,优德精密,0.15485558062264634,0.15852789255596117
300578,会畅通讯,0.1866660761504576,0.18663008697001687
002372,伟星新材,0.17051680981075865,0.1789163023404026
002003,伟星股份,0.22668361924357233,0.24696327579125307
002010,传化智联,0.1294840533889274,0.15773971490497188
300181,佐力药业,0.07582178593247782,0.12288268944056134
002644,佛慈制药,0.1760096428568388,0.17550655576546034
300264,佳创视讯,0.11275346404062887,0.11937885579948244
300559,佳发安泰,0.13222677166618227,0.1604038467631946
300193,佳士科技,0.19364764045889518,0.21312943065734377
300213,佳讯飞鸿,0.14058161823183848,0.17971209191820403
002495,佳隆股份,0.11679308428763033,0.14022920538961706
300249,依米康,0.1315119564105943,0.14276496862417512
002286,保龄宝,0.09569906043789277,0.10822497906807314
300469,信息发展,0.22221216724542356,0.2473675643627598
002294,信立泰,0.14330369830989015,0.16164611712226823
300136,信维通信,0.1257186833408134,0.17134753357146634
002664,信质电机,0.1299743201372095,0.13933559805521922
002390,信邦制药,0.1653165679114815,0.18500284087831093
002105,信隆健康,0.1812925940478063,0.19718024219236577
300529,健帆生物,0.22667755963053776,0.22058257077683335
300174,元力股份,0.13836376747800377,0.12587411220049094
002562,兄弟科技,0.11546563956942277,0.14546747389649112
002256,兆新股份,0.2066748745341121,0.19520002561496533
300333,兆日科技,0.14145288641004827,0.1633279514967134
002429,兆驰股份,0.1665011082032705,0.18241288763793778
300450,先导智能,0.13780638060571712,0.15321359871322407
300137,先河环保,,
300541,先进数通,0.12181943501797773,0.13904829796490342
300163,先锋新材,,
002767,先锋电子,0.13164936885825004,0.14086908713027213
300356,光一科技,0.10937059206169175,0.14387985390714406
002741,光华科技,0.1371337729243931,0.13360613109245467
002524,光正集团,0.15740314338833528,0.17757591542632553
002708,光洋股份,0.2523352654644729,0.27126678630235823
300383,光环新网,0.12285536533889756,0.1608174358299054
300251,光线传媒,,
002281,光迅科技,0.1991986372092309,0.18338833924793937
300227,光韵达,0.1960059901998265,0.22024841769147538
002661,克明面业,0.19759226163234025,0.20523426929960478
002043,兔宝宝,0.15709270927432506,0.17144062924174738
300458,全志科技,0.13595391557524275,0.16381409939558916
002186,全聚德,0.17495804247791563,0.21010759290700037
300359,全通教育,0.12398251993307341,0.150009152025929
002592,八菱科技,0.2125227603494676,0.24968900711658215
002655,共达电声,0.07496373732739836,0.11132176261097813
002436,兴森科技,0.13109848317896625,0.1448331622645976
002355,兴民智通,0.24864082516202302,0.26915216384307317
300266,兴源环境,0.1961118673324521,0.21298646807296825
300573,兴齐眼药,0.1435392442625814,0.1745894774266434
002691,冀凯股份,0.14854172513563826,0.16331447140454575
300536,农尚环境,0.0858934545866964,0.10244939263774298
300238,冠昊生物,0.08665388261036784,0.0988188230589046
002102,冠福股份,0.14681204601910308,0.18218381919537105
300533,冰川网络,0.13425187458065058,0.1690350601157102
002207,准油股份,,
002760,凤形股份,,
002823,凯中精密,0.1398376864425096,0.18570245556531378
300326,凯利泰,0.23818536641390467,0.256946664595308
300407,凯发电气,0.12933962253382392,0.15599172325557445
002012,凯恩股份,0.15386344677057803,0.16372502216284257
002425,凯撒文化,0.14937254106497658,0.16738084200346268
002072,凯瑞德,0.18056275192614699,0.19909554865105888
002549,凯美特气,0.09934160034784185,0.09088091083289093
002821,凯莱英,0.130505647257462,0.1744490302821497
002783,凯龙股份,0.15887853074657193,0.19073704566141494
002027,分众传媒,,
300451,创业软件,0.21793602628725292,0.2166587315735365
300366,创意信息,0.12868073619527032,0.16338163133466754
002173,创新医疗,0.18982492513693866,0.2128669767967697
300250,初灵信息,0.1800888198160227,0.21141640839621634
300296,利亚德,0.1546646757997313,0.1778455447187046
002651,利君股份,0.15717514868655372,0.16156005154785824
300596,利安隆,0.2516687493524709,0.2580506327771951
002258,利尔化学,0.15474026232482013,0.18643893026486352
300289,利德曼,0.10535529384865842,0.1365877563655015
002131,利欧股份,0.12267488046766269,0.14044151777755406
002734,利民股份,0.23797761545186907,0.25003855123543284
002501,利源精制,0.14902741438600312,0.21018328578140388
601366,利群股份,0.1301796996960657,0.15865371078107957
002189,利达光电,0.15881110625036382,0.1717025140821045
300421,力星股份,0.1529995092559014,0.17209508334672363
300184,力源信息,0.16815498586342062,0.19660801338909187
002393,力生制药,0.0479780872311374,0.0678959024598124
002650,加加食品,0.14871566017540921,0.1603697507759376
002191,劲嘉股份,0.10854964727256486,0.12511993973359106
300400,劲拓股份,0.13760427522565413,0.15089653595517316
002638,勤上股份,0.06662799722994069,0.08173498734934075
002392,北京利尔,,
300223,北京君正,,
002350,北京科锐,0.1573547438262892,0.19395705251570378
300352,北信源,0.1266616062103609,0.14241375602252093
002246,北化股份,0.12943822958539836,0.13008838256096295
002151,北斗星通,0.19243349028619583,0.22331642077975622
002307,北新路桥,0.1240140253943847,0.13861866300679226
002371,北方华创,0.17896178245416772,0.2040288601285365
002613,北玻股份,0.21398770971297562,0.22950876336970413
002148,北纬通信,0.1450989959297613,0.16257197842945334
300216,千山药机,0.17473130777230508,0.20352249795389488
002373,千方科技,0.3407198433849162,0.33279623905285516
002550,千红制药,0.12022199811235194,0.15685519161645656
002259,升达林业,0.18529880988642927,0.22126685068110624
002248,华东数控,0.09467047013414101,0.12036500677269739
002685,华东重机,0.14136244505937462,0.1678883310934312
300161,华中数控,0.1091423046321368,0.1381941107932418
300110,华仁药业,0.14074334628841764,0.15238871432969633
002018,华信国际,0.09774131900006133,0.13144329305590097
002007,华兰生物,,
300592,华凯创意,0.19395005681812466,0.21120837361207212
300045,华力创通,0.19688153842355247,0.22536862851878395
600325,华发股份,0.19160119491141556,0.2743179067572911
002185,华天科技,0.22518194538206218,0.25663553402107003
000607,华媒控股,0.12544860935118243,0.1504178319911643
002042,华孚色纺,,
300271,华宇软件,0.1467852679841026,0.16494850521201304
002645,华宏科技,0.14393654874317222,0.1804785950951042
002064,华峰氨纶,,
300180,华峰超纤,0.18507408309149295,0.22111404032174595
002035,华帝股份,0.16465639943782376,0.19012766190661334
300291,华录百纳,0.07589239612223687,0.09971035150639146
002494,华斯股份,0.1666256861083589,0.20643895180098193
002274,华昌化工,0.08256194161030177,0.11883423148060566
300278,华昌达,0.13134112253596802,0.14303026052866655
002270,华明装备,0.17188973978948355,0.19663626476521626
300025,华星创业,0.1053464314230624,0.13372626254793263
300012,华测检测,0.1375797019750765,0.1580747616544645
002787,华源控股,0.19536831065028432,0.1931203682462218
300323,华灿光电,0.20763869283072547,0.24342444274816583
300133,华策影视,0.10486510050108998,0.16457536299366035
002840,华统股份,0.2313554994341027,0.235135754109743
300490,华自科技,0.16054894484712376,0.1810083681248862
300527,华舟应急,0.2329764241732832,0.23503369799501642
002321,华英农业,0.24844761392214704,0.2542772819869991
300330,华虹计通,,
002630,华西能源,0.1681067479478679,0.2305730938960305
300027,华谊兄弟,0.1140942405616983,0.1870503335190896
300071,华谊嘉信,0.1375855168336674,0.16979058468840458
002758,华通医药,0.1717101402635813,0.20133482144308618
002004,华邦健康,0.18580619777144528,0.23444244949766366
300462,华铭智能,0.12348751808208146,0.12225676135934653
002806,华锋股份,0.18589799371538385,0.21998005910141466
300350,华鹏飞,0.15248358379008423,0.17259397478079333
002506,协鑫集成,0.127430376885955,0.1542522992674338
002369,卓翼科技,0.16562578296250297,0.17427916768683246
002040,南京港,0.17037639458384343,0.2055438709792713
002757,南兴装备,0.19714448175251273,0.18889742715935734
300417,南华仪器,,
002305,南国置业,0.16897104215047,0.19482008316068114
300346,南大光电,0.09113594646662253,0.11491385236001606
002314,南山控股,0.11636899693212706,0.12317832436406964
002096,南岭民爆,0.16251398431867145,0.18148672822265619
002127,南极电商,0.1078966238241524,0.12457977738462944
002389,南洋科技,0.23257037107269862,0.23749332749115484
002212,南洋股份,0.16530590012093285,0.16993631805918444
300280,南通锻压,0.1272922760091347,0.14508208638426456
300068,南都电源,0.1980840060506744,0.2323398553064389
300422,博世科,0.08191955720721623,0.10920586935182634
002297,博云新材,0.1330340684874048,0.16760485330664376
300548,博创科技,0.12913123581249358,0.15660135958733604
002698,博实股份,0.205566979786962,0.2332013429627248
002649,博彦科技,,
300525,博思软件,0.13997419965247396,0.15727445576935617
300318,博晖创新,0.15994991481831558,0.2041161257119419
300404,博济医药,0.12113143536570468,0.13639570900437054
002282,博深工具,0.1471372741574272,0.16019018232349597
300363,博腾股份,,
002268,卫士通,0.14089237343145314,0.1583853832441472
300253,卫宁健康,0.08698628867327751,0.10738721127760623
002648,卫星石化,0.14730730799650116,0.1790392287592811
002143,印纪传媒,0.11920074253713106,0.1287288421443583
300471,厚普股份,0.31105524909960147,0.33046215956333375
002718,友邦吊顶,0.16897045787944928,0.1797539093096284
002277,友阿股份,0.17751222362410746,0.18403931752290395
002481,双塔食品,,
002693,双成药业,0.13418138087962395,0.14788978703949404
002585,双星新材,0.25436805638084725,0.29177462860699416
300444,双杰电气,0.16251422309860628,0.17394213015352555
300100,双林股份,0.14049552085550895,0.16120977846453236
002381,双箭股份,0.15192723702682193,0.16443319807187629
002395,双象股份,0.10522532852106509,0.13984126774403555
002038,双鹭药业,0.10449471902643974,0.13010769416695564
300108,双龙股份,0.18688248388264656,0.20284863851659715
300551,古鳌科技,0.13973926069959391,0.14368182842962093
002782,可立克,0.10821894275377544,0.13040845705274637
300046,台基股份,0.07235807636463355,0.10735474926168903
002366,台海核电,0.19316240456544684,0.1884976596545685
002588,史丹利,0.09868443137501762,0.1123838379901149
002538,司尔特,0.11236835174436362,0.16167152002897997
002383,合众思壮,0.1798725897038784,0.1967768531216776
002228,合兴包装,0.09469217396706534,0.10604033327123968
002217,合力泰,0.17878789149101887,0.1874576334009026
300048,合康新能,0.11007676237905552,0.1270696182796587
300477,合纵科技,0.13938770342287374,0.15302756678407806
002208,合肥城建,0.163909948566596,0.19713561479000774
300597,吉大通信,0.16344737550134855,0.17103698644423135
002803,吉宏股份,0.10004346388660455,0.11325126849349892
300022,吉峰农机,0.11820839788093851,0.1176860709618999
000623,吉林敖东,0.09419767371480371,0.10919951418371834
300309,吉艾科技,0.16427701222625957,0.1961205663511873
002835,同为股份,0.15420309107156324,0.17538461828042598
002845,同兴达,0.2541647113085953,0.2622807170910427
300321,同大股份,0.14734326254448704,0.15563725935190095
002360,同德化工,0.15617460166581865,0.16981373341599842
300302,同有科技,0.10198461790281838,0.11819314703512535
002052,同洲电子,0.09389046154389943,0.11942926901898539
300538,同益股份,0.12688914331952758,0.1300871678332899
300506,名家汇,0.18991727233194608,0.21003495967695104
002830,名雕股份,0.16892472132062064,0.18698717683105667
300111,向日葵,,
002232,启明信息,0.11642247858691541,0.14689270441662308
002439,启明星辰,0.16256424270343622,0.18135847920864473
300500,启迪设计,0.09621081888806107,0.11182248082094987
300292,吴通控股,0.2676971454706969,0.2679687462634411
300550,和仁科技,0.20101265030164553,0.20253198586288668
300273,和佳股份,0.07990847229201034,0.10890375407597636
300279,和晶科技,0.19501906456758678,0.17217158150421114
002816,和科达,,
002824,和胜股份,0.17259453649177967,0.21058373238460587
300141,和顺电气,0.1369762940051354,0.16147807134545097
002615,哈尔斯,0.16876406030138488,0.19940097965454182
002567,唐人神,0.1720397434716923,0.18732361056677047
300426,唐德影视,0.15293296632097378,0.1603491052040308
002462,嘉事堂,0.15402278503537312,0.15717670623599506
300117,嘉寓股份,0.13864224629206962,0.14592544389821485
002198,嘉应制药,0.10363802428623044,0.13297765236067077
002404,嘉欣丝绸,0.1720847114154557,0.18908300923558535
002486,嘉麟杰,0.14377927156689144,0.14797221151176113
300468,四方精创,0.15568310979428515,0.17956376800641366
300179,四方达,0.16744955464029884,0.21366868049372267
002405,四维图新,0.14285891063027575,0.19114238546828066
300428,四通新材,0.09409261406472455,0.1626795465885479
300041,回天新材,,
002586,围海股份,0.13509102989163974,0.1654130386422952
002736,国信证券,0.0954033251221878,0.12714299370275897
002045,国光电器,0.18906460464192895,0.21618404498325708
002749,国光股份,0.12484556337546443,0.14143794295732337
002377,国创高新,0.12420449204214692,0.14117225969422514
002449,国星光电,0.14024026757502872,0.1754195051835723
300077,国民技术,0.1254743281304089,0.14011484100318877
300285,国瓷材料,0.1753204655645448,0.19788537839587084
300388,国祯环保,,
002205,国统股份,0.16302922769474104,0.1778204014169541
300094,国联水产,0.1386600236600468,0.1573668146934304
002093,国脉科技,0.1393129943424795,0.16244509585022568
002074,国轩高科,0.11219837042009426,0.16042080131526545
002299,圣农发展,0.12124429013279266,0.1482228710889877
002473,圣莱达,0.18506448032411865,0.2115684832227539
002580,圣阳股份,,
300403,地尔汉宇,0.11467706361020076,0.1414494277039909
002791,坚朗五金,0.14061204532781663,0.15889805382443373
300116,坚瑞沃能,0.12027362512103738,0.15075406300186983
002747,埃斯顿,0.1320560322710469,0.1457851824507921
002447,壹桥股份,0.1136819245194778,0.08854911249261001
002761,多喜爱,0.22487057609232128,0.22890882578772132
002407,多氟多,0.10342772751723711,0.11926433226449266
002263,大东南,0.14152773795925463,0.15881924680401394
002385,大北农,0.1878307597772571,0.2010057283163398
002236,大华股份,0.13330756363390425,0.15064400855557566
300134,大富科技,0.12037767607937182,0.155485200311696
002505,大康农业,0.23948519557224282,0.2453138998960103
002008,大族激光,0.15940496243700675,0.16853077157789345
002249,大洋电机,0.18502435917453294,0.18578620541955543
002077,大港股份,0.14228770095992474,0.16669506684556418
300021,大禹节水,0.1308221489118603,0.15730041436695028
002606,大连电瓷,0.19520711751632291,0.20155381125120617
002204,大连重工,0.1253618598001,0.13722689231952423
002487,大金重工,0.16959886755682418,0.17044635559710952
002459,天业通联,0.12127399871983646,0.15275947598774522
300390,天华超净,0.1317726317418975,0.14955406970547994
002386,天原集团,0.17979985464775086,0.19491626509003765
300397,天和防务,0.2142980821262296,0.2199129263145679
300205,天喻信息,0.1732281267335697,0.21513319434680953
300332,天壕环境,,
002009,天奇股份,0.07678630917030853,0.09938419910279471
002238,天威视讯,0.21438231588770665,0.23169064727095826
300394,天孚通信,0.2017116960800115,0.23828840619899688
002220,天宝股份,0.09103488323332869,0.10848681669737457
300313,天山生物,0.11920655322497904,0.14334692162297358
002509,天广中茂,0.13828949981167485,0.15471874256351953
002100,天康生物,0.12280479384417037,0.1443641194338893
300169,天晟新材,0.054274389995395196,0.06611155038840001
002510,天汽模,0.1930905635736098,0.21437095774518064
002564,天沃科技,0.1280430484346013,0.1486939353603835
300209,天泽信息,0.15608142053026589,0.16791880544772447
002134,天津普林,0.13607156197324669,0.14380500686385872
300008,天海防务,0.17970186061035065,0.20281367396118366
002113,天润数娱,0.17928650602075266,0.16847651749454207
002283,天润曲轴,0.16405141509126867,0.19020315943828198
300047,天源迪科,0.15073930399957408,0.19336396210946385
300245,天玑科技,0.14705496311841018,0.15431187215017533
300165,天瑞仪器,0.29128620732737487,0.30115255745770575
002354,天神娱乐,0.14752952204653244,0.17589223291425798
300362,天翔环境,0.20590345415957648,0.19912430526373523
300569,天能重工,0.2019418007154662,0.22134120924791392
300148,天舟文化,0.09297134638229766,0.11051987884810335
002419,天虹商场,0.11037173853474383,0.1320450944040902
002709,天赐材料,0.15559809944101222,0.17258106643652668
002124,天邦股份,0.09293341822877978,0.126898703861882
300587,天铁股份,0.11297022339329287,0.14603572706129603
300342,天银机电,0.18152367278157516,0.17885214290799445
002759,天际股份,0.21420081027887375,0.21192582891436526
002800,天顺股份,0.23580045782322764,0.22613753471803671
002531,天顺风能,0.1480697261562782,0.17345434894163608
002453,天马精化,0.1157655410332754,0.17322364455625436
002122,天马股份,0.08484448767290856,0.10413706303559848
002466,天齐锂业,0.14695498748454644,0.17148030953128807
300029,天龙光电,0.19250163577679424,0.20449728816894178
002433,太安堂,0.08984844691113231,0.11985754073292038
002368,太极股份,0.13257428855931486,0.14342616336021397
300344,太空板业,0.1175940448653585,0.12057025018690669
300570,太辰光,0.16075207826721546,0.1756433862160514
002300,太阳电缆,0.22534139761096095,0.19453191502436956
300123,太阳鸟,0.09544696173951185,0.0988773791177196
002781,奇信股份,0.10076653734108902,0.12615958289648677
002287,奇正藏药,0.15756090634526085,0.16826706066140054
300082,奥克股份,0.16875396395035785,0.1721451316102241
002587,奥拓电子,0.12768164009412647,0.1854662862934127
002338,奥普光电,0.13369918120646263,0.1663329006911588
002239,奥特佳,0.2493494892369522,0.2768614736048942
002227,奥特迅,0.15170386858322588,0.17305818153733973
002701,奥瑞金,0.08894934438447664,0.12503559139023224
002231,奥维通信,0.0858968238353865,0.10654776097901057
300585,奥联电子,0.07050708770368756,0.08932759707382835
002292,奥飞娱乐,0.12487085106216653,0.1368975055136032
002668,奥马电器,0.2132610945977859,0.2557078017884586
002729,好利来,0.13632999182695882,0.1603888992734957
002582,好想你,0.1763817542313602,0.19541174867510513
002605,姚记扑克,0.06667641410564751,0.0871353044075732
002308,威创股份,0.14616289120243098,0.15510419100212636
002058,威尔泰,0.15270163002856144,0.1780272124459129
002111,威海广泰,0.18535107923467153,0.2052133435908624
002083,孚日股份,0.22963891489790303,0.24292698626988565
002164,宁波东力,0.1567005661951332,0.17960933321029054
002048,宁波华翔,0.12741239037498625,0.14904896247819416
002142,宁波银行,0.11946596501852683,0.13203550639618689
002289,宇顺电子,0.08777453613725607,0.09985812333352459
300218,安利股份,0.09565187683008823,0.12921679485695764
002235,安妮股份,0.09639705152513653,0.11566861085816112
300155,安居宝,0.18980371916957872,0.2065069409401843
300370,安控科技,0.2333112374316033,0.25887214351358073
300380,安硕信息,0.1764332111015966,0.1868602596819971
300286,安科瑞,0.07165786123356316,0.08633663645350971
300009,安科生物,0.14937265531064003,0.17537288651265584
002136,安纳达,0.16834696575584734,0.22581446833989394
300067,安诺其,0.13064563849862199,0.1537534336663289
300572,安车检测,0.1607614081871573,0.18539066227464363
300144,宋城演艺,0.1456633365327958,0.2107548610365713
002624,完美世界,0.1549656495092419,0.2071859170742467
002683,宏大爆破,0.15222506283028947,0.1714676037366677
002062,宏润建设,0.08891903199646564,0.11755722723378308
002211,宏达新材,0.07336488028344121,0.08422912943602667
002144,宏达高科,0.14893225336904525,0.1760139735945497
300328,宜安科技,0.153307248728916,0.178538502558337
