хуфз,╧иф╠╢ЗбК,цШЁф,йуел╪ш,вН╦ъ╪ш,вН╣м╪ш,©╙ел╪ш,г╟йуел,уг╣Ь╤Н,уг╣Ь╥Ы,╩╩йжбй,Ёи╫╩а©,Ёи╫╩╫П╤Н,вэйпж╣,аВм╗йпж╣
2018-01-11,'002842,оХПьныр╣,46.2,46.2,42.41,42.41,42.0,4.2,10.0,10.0105,2502620,114183110.0,4620000000.0,1155000000.0
2018-01-10,'002842,оХПьныр╣,42.0,43.98,41.88,43.52,43.93,-1.93,-4.3934,5.3125,1328122,56617811.16,4200000000.0,1050000000.0
2018-01-09,'002842,оХПьныр╣,43.93,44.62,43.51,43.61,43.8,0.13,0.2968,4.3065,1076620,47514179.82,4393000000.0,1098250000.0
2018-01-08,'002842,оХПьныр╣,43.8,44.53,43.13,43.42,43.57,0.23,0.5279,4.9815,1245374,54702691.24,4380000000.0,1095000000.0
2018-01-05,'002842,оХПьныр╣,43.57,44.69,43.5,44.38,44.46,-0.89,-2.0018,4.8208,1205200,53336488.9,4357000000.0,1089250000.0
2018-01-04,'002842,оХПьныр╣,44.46,44.82,43.0,43.28,43.91,0.55,1.2526,6.9096,1727402,76020369.5,4446000000.0,1111500000.0
2018-01-03,'002842,оХПьныр╣,43.91,45.65,43.16,43.38,43.61,0.3,0.6879,8.3292,2082289,92837374.9,4391000000.0,1097750000.0
2018-01-02,'002842,оХПьныр╣,43.61,43.92,42.88,43.2,43.83,-0.22,-0.5019,6.828,1706996,74265926.98,4361000000.0,1090250000.0
2017-12-29,'002842,оХПьныр╣,43.83,43.94,42.1,43.67,43.87,-0.04,-0.0912,11.0176,2754404,118823390.03,4383000000.0,1095750000.0
2017-12-28,'002842,оХПьныр╣,43.87,44.57,40.25,40.49,41.26,2.61,6.3257,15.0377,3759421,161343708.86,4387000000.0,1096750000.0
2017-12-27,'002842,оХПьныр╣,41.26,43.79,39.58,39.58,39.81,1.45,3.6423,9.7365,2434119,102077502.59,4126000000.0,1031500000.0
2017-12-26,'002842,оХПьныр╣,39.81,39.89,38.0,38.88,38.91,0.9,2.313,5.2919,1322987,52029992.41,3981000000.0,995250000.0
2017-12-25,'002842,оХПьныр╣,38.91,39.5,38.6,39.02,38.92,-0.01,-0.0257,2.4696,617400,24105845.82,3891000000.0,972750000.0
2017-12-22,'002842,оХПьныр╣,38.92,39.82,38.45,38.45,38.82,0.1,0.2576,3.2808,820204,32163070.62,3892000000.0,973000000.0
2017-12-21,'002842,оХПьныр╣,38.82,39.17,38.2,38.42,38.85,-0.03,-0.0772,2.7045,676122,26200832.8,3882000000.0,970500000.0
2017-12-20,'002842,оХПьныр╣,38.85,40.1,38.34,39.88,39.94,-1.09,-2.7291,3.5177,879425,34325128.55,3885000000.0,971250000.0
2017-12-19,'002842,оХПьныр╣,39.94,40.46,39.82,40.22,40.34,-0.4,-0.9916,2.612,653005,26126563.52,3994000000.0,998500000.0
2017-12-18,'002842,оХПьныр╣,40.34,40.7,39.14,39.14,39.46,0.88,2.2301,3.8988,974696,38771948.48,4034000000.0,1008500000.0
2017-12-15,'002842,оХПьныр╣,39.46,39.86,39.1,39.56,39.64,-0.18,-0.4541,2.6477,661922,26147836.92,3946000000.0,986500000.0
2017-12-14,'002842,оХПьныр╣,39.64,40.27,39.37,39.7,39.93,-0.29,-0.7263,3.1136,778402,30890917.66,3964000000.0,991000000.0
2017-12-13,'002842,оХПьныр╣,39.93,40.27,39.05,39.8,40.32,-0.39,-0.9673,4.5417,1135434,44923632.18,3993000000.0,998250000.0
2017-12-12,'002842,оХПьныр╣,40.32,41.3,40.0,40.4,40.45,-0.13,-0.3214,5.3672,1341810,54620466.62,4032000000.0,1008000000.0
2017-12-11,'002842,оХПьныр╣,40.45,40.89,39.51,39.8,39.98,0.47,1.1756,4.1397,1034931,41555928.16,4045000000.0,1011250000.0
2017-12-08,'002842,оХПьныр╣,39.98,40.3,38.84,38.84,39.19,0.79,2.0158,3.7721,943030,37613569.2,3998000000.0,999500000.0
2017-12-07,'002842,оХПьныр╣,39.19,39.63,39.01,39.18,39.19,0.0,0.0,3.1573,789332,31039309.2,3919000000.0,979750000.0
2017-12-06,'002842,оХПьныр╣,39.19,39.49,38.01,38.1,38.3,0.89,2.3238,4.7594,1189859,46022444.9,3919000000.0,979750000.0
2017-12-05,'002842,оХПьныр╣,38.3,40.85,37.5,40.79,40.89,-2.59,-6.3341,7.5408,1885200,73661586.82,3830000000.0,957500000.0
2017-12-04,'002842,оХПьныр╣,40.89,44.43,40.56,44.31,44.28,-3.39,-7.6558,8.4456,2111404,89407114.46,4089000000.0,1022250000.0
2017-12-01,'002842,оХПьныр╣,44.28,44.62,44.0,44.08,44.25,0.03,0.0678,4.4988,1124704,49779452.9,4428000000.0,1107000000.0
2017-11-30,'002842,оХПьныр╣,44.25,45.5,44.01,45.5,45.75,-1.5,-3.2787,6.8064,1701604,76103312.5,4425000000.0,1106250000.0
2017-11-29,'002842,оХПьныр╣,45.75,46.61,44.38,44.58,44.48,1.27,2.8552,10.9804,2745104,125244964.88,4575000000.0,1143750000.0
2017-11-28,'002842,оХПьныр╣,44.48,44.92,42.88,42.88,43.54,0.94,2.1589,6.7148,1678702,73794934.78,4448000000.0,1112000000.0
2017-11-27,'002842,оХПьныр╣,43.54,45.5,43.43,44.5,44.92,-1.38,-3.0721,5.7988,1449704,64487616.3,4354000000.0,1088500000.0
2017-11-24,'002842,оХПьныр╣,44.92,45.99,43.55,43.94,43.95,0.97,2.2071,7.4671,1866771,83254151.14,4492000000.0,1123000000.0
2017-11-23,'002842,оХПьныр╣,43.95,45.9,43.5,43.61,44.14,-0.19,-0.4304,7.989,1997250,89881992.93,4395000000.0,1098750000.0
2017-11-22,'002842,оХПьныр╣,44.14,45.77,43.9,45.41,45.41,-1.27,-2.7967,6.7229,1680734,75087435.5,4414000000.0,1103500000.0
2017-11-21,'002842,оХПьныр╣,45.41,47.9,44.51,46.99,47.39,-1.98,-4.1781,8.1617,2040427,93753897.1,4541000000.0,1135250000.0
2017-11-20,'002842,оХПьныр╣,47.39,47.69,43.5,47.07,47.07,0.32,0.6798,9.1916,2297899,106119964.94,4739000000.0,1184750000.0
2017-11-17,'002842,оХПьныр╣,47.07,52.19,46.98,52.02,52.2,-5.13,-9.8276,14.5401,3635016,177452687.08,4707000000.0,1176750000.0
2017-11-16,'002842,оХПьныр╣,52.2,52.77,50.67,51.3,50.81,1.39,2.7357,11.9656,2991402,155054581.5,5220000000.0,1305000000.0
2017-11-15,'002842,оХПьныр╣,50.81,51.9,50.2,51.9,52.15,-1.34,-2.5695,8.5074,2126841,108537273.0,5081000000.0,1270250000.0
2017-11-14,'002842,оХПьныр╣,52.15,54.15,51.96,52.85,53.25,-1.1,-2.0657,12.4223,3105573,164396853.37,5215000000.0,1303750000.0
2017-11-13,'002842,оХПьныр╣,53.25,53.76,50.03,50.5,51.09,2.16,4.2278,16.3134,4078351,212417528.98,5325000000.0,1331250000.0
2017-11-10,'002842,оХПьныр╣,51.09,51.25,50.01,50.42,51.35,-0.26,-0.5063,9.9116,2477904,125507412.78,5109000000.0,1277250000.0
2017-11-09,'002842,оХПьныр╣,51.35,52.2,48.68,48.78,48.78,2.57,5.2686,16.1997,4049928,206867228.58,5135000000.0,1283750000.0
2017-11-08,'002842,оХПьныр╣,48.78,49.39,47.74,48.06,48.4,0.38,0.7851,7.7757,1943924,94511699.7,4878000000.0,1219500000.0
2017-11-07,'002842,оХПьныр╣,48.4,48.61,47.43,48.28,48.3,0.1,0.207,6.0128,1503201,72119221.45,4840000000.0,1210000000.0
2017-11-06,'002842,оХПьныр╣,48.3,48.5,47.3,47.85,47.38,0.92,1.9417,5.5064,1376600,65930914.64,4830000000.0,1207500000.0
2017-11-03,'002842,оХПьныр╣,47.38,48.57,47.13,47.8,47.88,-0.5,-1.0443,4.7755,1193873,56941284.44,4738000000.0,1184500000.0
2017-11-02,'002842,оХПьныр╣,47.88,49.05,47.3,48.5,48.8,-0.92,-1.8852,6.536,1633994,78551553.2,4788000000.0,1197000000.0
2017-11-01,'002842,оХПьныр╣,48.8,49.87,48.3,48.58,47.86,0.94,1.9641,6.7863,1696575,83620077.09,4880000000.0,1220000000.0
2017-10-31,'002842,оХПьныр╣,47.86,48.25,47.3,47.7,47.05,0.81,1.7216,4.7515,1187873,56887632.82,4786000000.0,1196500000.0
2017-10-30,'002842,оХПьныр╣,47.05,49.91,47.01,49.91,50.12,-3.07,-6.1253,7.6173,1904321,91432375.88,4705000000.0,1176250000.0
2017-10-27,'002842,оХПьныр╣,50.12,51.57,50.02,51.2,51.63,-1.51,-2.9247,7.1223,1780569,90132205.49,5012000000.0,1253000000.0
2017-10-26,'002842,оХПьныр╣,51.63,52.56,49.88,50.16,50.2,1.43,2.8486,10.9845,2746118,141350621.6,5163000000.0,1290750000.0
2017-10-25,'002842,оХПьныр╣,50.2,50.39,49.0,49.82,50.02,0.18,0.3599,5.8876,1471905,73187690.2,5020000000.0,1255000000.0
2017-10-24,'002842,оХПьныр╣,50.02,50.5,49.23,49.29,49.29,0.73,1.481,6.9924,1748104,87445904.0,5002000000.0,1250500000.0
2017-10-23,'002842,оХПьныр╣,49.29,50.0,49.1,50.0,50.8,-1.51,-2.9724,7.0699,1767483,87387286.35,4929000000.0,1232250000.0
2017-10-20,'002842,оХПьныр╣,50.8,51.29,49.08,49.59,49.08,1.72,3.5045,8.0332,2008304,101246334.44,5080000000.0,1270000000.0
2017-10-19,'002842,оХПьныр╣,49.08,50.37,48.6,49.99,49.98,-0.9,-1.8007,5.7302,1432560,70871029.6,4908000000.0,1227000000.0
2017-10-18,'002842,оХПьныр╣,49.98,52.15,49.86,51.54,51.88,-1.9,-3.6623,8.7412,2185300,111256685.0,4998000000.0,1249500000.0
2017-10-17,'002842,оХПьныр╣,51.88,53.4,51.5,53.4,53.72,-1.84,-3.4252,9.0649,2266232,118325430.93,5188000000.0,1297000000.0
2017-10-16,'002842,оХПьныр╣,53.72,54.59,51.5,52.99,52.96,0.76,1.435,14.8911,3722766,197701524.02,5372000000.0,1343000000.0
2017-10-13,'002842,оХПьныр╣,52.96,53.27,52.01,52.03,51.93,1.03,1.9834,9.3789,2344734,124011389.88,5296000000.0,1324000000.0
2017-10-12,'002842,оХПьныр╣,51.93,52.45,51.1,52.0,52.27,-0.34,-0.6505,8.3949,2098732,108611268.29,5193000000.0,1298250000.0
2017-10-11,'002842,оХПьныр╣,52.27,53.4,51.52,53.38,53.3,-1.03,-1.9325,9.9415,2485367,129811016.67,5227000000.0,1306750000.0
2017-10-10,'002842,оХПьныр╣,53.3,54.14,51.82,53.95,53.94,-0.64,-1.1865,10.6652,2666297,140925415.46,5330000000.0,1332500000.0
2017-10-09,'002842,оХПьныр╣,53.94,55.11,53.45,54.98,53.99,-0.05,-0.0926,8.289,2072258,112016858.16,5394000000.0,1348500000.0
2017-09-29,'002842,оХПьныр╣,53.99,55.27,53.0,54.16,54.23,-0.24,-0.4426,11.5542,2888554,155542999.69,5399000000.0,1349750000.0
2017-09-28,'002842,оХПьныр╣,54.23,56.7,54.01,56.43,56.31,-2.08,-3.6938,15.2818,3820459,211409828.94,5423000000.0,1355750000.0
2017-09-27,'002842,оХПьныр╣,56.31,56.54,54.35,55.9,55.47,0.84,1.5143,15.1973,3799332,212406981.47,5631000000.0,1407750000.0
2017-09-26,'002842,оХПьныр╣,55.47,56.39,54.3,54.35,54.21,1.26,2.3243,15.1864,3796606,210481797.14,5547000000.0,1386750000.0
2017-09-25,'002842,оХПьныр╣,54.21,56.92,53.7,56.4,57.16,-2.95,-5.161,17.2536,4313390,239505572.5,5421000000.0,1355250000.0
2017-09-22,'002842,оХПьныр╣,57.16,58.86,55.85,58.17,58.18,-1.02,-1.7532,24.2843,6071085,348334466.89,5716000000.0,1429000000.0
2017-09-21,'002842,оХПьныр╣,58.18,63.7,57.81,61.91,60.59,-2.41,-3.9776,35.4431,8860786,534559714.58,5818000000.0,1454500000.0
2017-09-20,'002842,оХПьныр╣,60.59,60.59,54.81,54.88,55.08,5.51,10.0036,29.6843,7421087,432377821.71,6059000000.0,1514750000.0
2017-09-19,'002842,оХПьныр╣,55.08,56.29,53.7,54.97,55.26,-0.18,-0.3257,19.7791,4944768,271608868.57,5508000000.0,1377000000.0
2017-09-18,'002842,оХПьныр╣,55.26,55.95,52.33,52.33,51.81,3.45,6.6589,24.2737,6068429,330729928.69,5526000000.0,1381500000.0
2017-09-15,'002842,оХПьныр╣,51.81,53.99,51.21,53.41,54.05,-2.24,-4.1443,14.8742,3718558,194362005.16,5181000000.0,1295250000.0
2017-09-14,'002842,оХПьныр╣,54.05,56.49,53.77,55.02,54.86,-0.81,-1.4765,15.4201,3855017,211697359.96,5405000000.0,1351250000.0
2017-09-13,'002842,оХПьныр╣,54.86,55.56,53.11,54.0,55.25,-0.39,-0.7059,17.6517,4412932,239874855.2,5486000000.0,1371500000.0
2017-09-12,'002842,оХПьныр╣,55.25,60.59,54.84,57.27,57.9,-2.65,-4.5769,36.353,9088246,527373730.78,5525000000.0,1381250000.0
2017-09-11,'002842,оХПьныр╣,57.9,58.41,55.06,57.87,58.44,-0.54,-0.924,28.104,7025988,400296960.24,5790000000.0,1447500000.0
2017-09-08,'002842,оХПьныр╣,58.44,59.4,55.17,55.3,54.5,3.94,7.2294,38.8279,9706986,560735971.88,5844000000.0,1461000000.0
2017-09-07,'002842,оХПьныр╣,54.5,57.58,54.01,56.0,55.3,-0.8,-1.4467,26.1343,6533571,364772378.22,5450000000.0,1362500000.0
2017-09-06,'002842,оХПьныр╣,55.3,57.6,52.35,52.67,53.33,1.97,3.694,34.0162,8504051,469668563.04,5530000000.0,1382500000.0
2017-09-05,'002842,оХПьныр╣,53.33,56.0,52.1,55.99,56.5,-3.17,-5.6106,34.6138,8653448,464581555.42,5333000000.0,1333250000.0
2017-09-04,'002842,оХПьныр╣,56.5,57.86,54.69,56.2,55.9,0.6,1.0733,34.8899,8722468,489681150.61,5650000000.0,1412500000.0
2017-09-01,'002842,оХПьныр╣,55.9,58.42,53.93,55.0,53.11,2.79,5.2532,50.781,12695259,716641528.07,5590000000.0,1397500000.0
2017-08-31,'002842,оХПьныр╣,53.11,53.11,47.57,48.45,48.28,4.83,10.0041,37.2575,9314372,474855170.03,5311000000.0,1327750000.0
2017-08-30,'002842,оХПьныр╣,48.28,48.68,45.01,46.0,47.78,0.5,1.0465,33.9206,8480140,396901645.52,4828000000.0,1207000000.0
2017-08-29,'002842,оХПьныр╣,47.78,48.4,42.6,43.0,44.0,3.78,8.5909,35.1191,8779768,415270380.46,4778000000.0,1194500000.0
2017-08-28,'002842,оХПьныр╣,44.0,45.0,43.35,45.0,41.53,2.47,5.9475,14.4899,3622467,159672610.24,4400000000.0,1100000000.0
2017-08-25,'002842,оХПьныр╣,0.0,0.0,0.0,0.0,41.53,None,None,0.0,0,0.0,4153000000.0,1038250000.0
2017-08-24,'002842,оХПьныр╣,0.0,0.0,0.0,0.0,41.53,None,None,0.0,0,0.0,4153000000.0,1038250000.0
2017-08-23,'002842,оХПьныр╣,0.0,0.0,0.0,0.0,41.53,None,None,0.0,0,0.0,4153000000.0,1038250000.0
2017-08-22,'002842,оХПьныр╣,0.0,0.0,0.0,0.0,41.53,None,None,0.0,0,0.0,4153000000.0,1038250000.0
2017-08-21,'002842,оХПьныр╣,41.53,41.68,40.71,40.71,40.98,0.55,1.3421,4.4743,1118570,46119961.4,4153000000.0,1038250000.0
2017-08-18,'002842,оХПьныр╣,40.98,41.3,40.54,41.0,41.77,-0.79,-1.8913,5.3839,1345967,54978631.02,4098000000.0,1024500000.0
2017-08-17,'002842,оХПьныр╣,41.77,42.7,41.64,42.7,41.82,-0.05,-0.1196,6.1588,1539688,64825920.56,4177000000.0,1044250000.0
2017-08-16,'002842,оХПьныр╣,41.82,42.5,40.13,41.18,41.15,0.67,1.6282,7.9131,1978264,81914768.4,4182000000.0,1045500000.0
2017-08-15,'002842,оХПьныр╣,41.15,41.5,40.61,41.5,41.57,-0.42,-1.0103,5.2154,1303840,53576056.54,4115000000.0,1028750000.0
2017-08-14,'002842,оХПьныр╣,41.57,42.05,40.51,40.61,40.44,1.13,2.7943,5.6568,1414202,58361368.0,4157000000.0,1039250000.0
2017-08-11,'002842,оХПьныр╣,40.44,42.97,40.0,42.97,43.57,-3.13,-7.1838,10.3868,2596693,108628766.41,4044000000.0,1011000000.0
2017-08-10,'002842,оХПьныр╣,43.57,45.6,43.44,45.6,45.7,-2.13,-4.6608,12.5966,3149155,139293917.23,4357000000.0,1089250000.0
2017-08-09,'002842,оХПьныр╣,45.7,46.61,44.89,45.69,45.8,-0.1,-0.2183,10.1085,2527113,114889267.04,4570000000.0,1142500000.0
2017-08-08,'002842,оХПьныр╣,45.8,47.79,45.53,46.95,46.04,-0.24,-0.5213,16.5875,4146868,194132933.49,4580000000.0,1145000000.0
2017-08-07,'002842,оХПьныр╣,46.04,46.31,44.0,44.13,45.4,0.64,1.4097,15.0027,3750665,168607692.96,4604000000.0,1151000000.0
2017-08-04,'002842,оХПьныр╣,45.4,48.45,45.4,45.77,45.44,-0.04,-0.088,18.8683,4717081,221961310.39,4540000000.0,1135000000.0
2017-08-03,'002842,оХПьныр╣,45.44,46.33,43.82,45.8,46.84,-1.4,-2.9889,16.7999,4199982,189601310.79,4544000000.0,1136000000.0
2017-08-02,'002842,оХПьныр╣,46.84,48.66,45.8,46.94,47.0,-0.16,-0.3404,20.8716,5217892,247599964.92,4684000000.0,1171000000.0
2017-08-01,'002842,оХПьныр╣,47.0,47.88,46.38,47.88,48.51,-1.51,-3.1128,15.9244,3981090,186973687.26,4700000000.0,1175000000.0
2017-07-31,'002842,оХПьныр╣,48.51,48.85,46.66,46.7,46.73,1.78,3.8091,24.7058,6176447,297047948.34,4851000000.0,1212750000.0
2017-07-28,'002842,оХПьныр╣,46.73,47.49,45.07,45.11,45.46,1.27,2.7937,15.7227,3930687,181683033.5,4673000000.0,1168250000.0
2017-07-27,'002842,оХПьныр╣,45.46,45.9,44.52,45.56,46.7,-1.24,-2.6552,14.6973,3674331,165973616.05,4546000000.0,1136500000.0
